nazwa,email,www,typ,miasto
TECHNIKUM, zssusz@wp.pl, http://www.zssusz.home.pl, Typ: Technikum,Susz
TECHNIKUM, zsp2@vp.pl, http://zso.bartoszyce.com.pl, Typ: Technikum,Bartoszyce
TECHNIKUM, sekretariat.zszbraniewo@gmail.com, http://www.zszbraniewo.pl, Typ: Technikum,Braniewo
TECHNIKUM, zs2szczytno@poczta.onet.pl, http://zs2.powiatszczycienski.pl/, Typ: Technikum,Szczytno
TECHNIKUM, sekretariat@mechaniak.edu.pl, http://www.mechaniak.edu.pl, Typ: Technikum,Bartoszyce
TECHNIKUM,, http://, Typ: Technikum,Szczytno
TECHNIKUM  WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ INŻYNIERII ŚRODOWISKA I USŁUG IM. MIKOŁAJA KOPERNIKA W ELBLĄGU, zsisiu@elblag.eu, http://www.zsisiu.elblag.com.pl, Typ: Technikum,Elbląg
TECHNIKUM  WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ TECHNICZNO-INFORMATYCZNYCH W ELBLĄGU, zsti@elblag.eu, http://zsti.elblag.pl, Typ: Technikum,Elbląg
TECHNIKUM "BIO-COSMETICS-STUDIO" W OLSZTYNIE, bcs@bcs.olsztyn.pl, http://www.bcsinfowm.pl, Typ: Technikum,Olsztyn
TECHNIKUM AGROBIZNESU W ZESPOLE SZKÓŁ ROLNICZYCH I OGÓLNOKSZTAŁCĄCYCH W JAGARZEWIE,, http://, Typ: Technikum,Janowo
TECHNIKUM HOTELARSKO-GASTRONOMICZNE NR 1 W OLSZTYNKU, zs.olsztynek@zamek.edu.pl, http://www.zamek.edu.pl, Typ: Technikum,Olsztynek
TECHNIKUM IM. 9 BRANIEWSKIEJ BRYGADY KAWALERII PANCERNEJ IM. KRÓLA STEFANA BATOREGO, sekretariat@zsb.iq.pl, http://www.zsb.iq.pl, Typ: Technikum,Braniewo
TECHNIKUM IM. FLAGI POLSKI WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ EKONOMICZNYCH I OGÓLNOKSZTAŁCĄCYCH W ELBLĄGU, zseio@elblag.eu, http://, Typ: Technikum,Elbląg
TECHNIKUM IM. GEN. FRANCISZKA KAMIŃSKIEGO W KAROLEWIE, zsckr@karolewo.com, http://www.karolewo.com, Typ: Technikum,Kętrzyn
TECHNIKUM IM. GEN. JANA HENRYKA DĄBROWSKIEGO W DOBROCINIE, sekret.dobrocin@interia.pl, http://, Typ: Technikum,Małdyty
TECHNIKUM IM. NOBLISTÓW POLSKICH, sekretariat@zszkurzetnik.pl, http://www.zszkurzetnik.pl, Typ: Technikum,Kurzętnik
TECHNIKUM INFORMATYCZNE KATOLICKIE IM. ŚWIĘTEJ RODZINY W OLSZTYNIE, lickatol@wp.pl, http://zsk.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM INFORMATYCZNO-EKONOMICZNE NR 9 W OLSZTYNIE, technikum@cyfroweszkoly.pl, http://, Typ: Technikum,Olsztyn
TECHNIKUM NR 1, zsliz.olecko1@gmail.com, http://www.zsliz.olecko.szkolnastrona.pl, Typ: Technikum,Olecko
TECHNIKUM NR 1, zsksia1@wp.pl, http://www.zsksia.edu.pl, Typ: Technikum,Giżycko
TECHNIKUM NR 1, zsilawa@powiat-ilawski.pl, http://www.zsilawa.pl, Typ: Technikum,Iława
TECHNIKUM NR 1 IM. STANISŁAWA STASZICA W DZIAŁDOWIE, zsnr1@o2.pl, http://www.zsnr1.eu, Typ: Technikum,Działdowo
TECHNIKUM NR 1 W EŁKU, dyrekcjazs1@gmail.com, http://zs1.elk.pl, Typ: Technikum,Ełk
TECHNIKUM NR 1 W KĘTRZYNIE,, http://, Typ: Technikum,Kętrzyn
TECHNIKUM NR 1 W MRĄGOWIE, zs2@post.pl, http://www.mragowo.edu.pl, Typ: Technikum,Mrągowo
TECHNIKUM NR 1 W OLSZTYNIE, zss@zss.olsztyn.eu, http://www.zss.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 1 W ZESPOLE SZKÓŁ W PASŁĘKU, zspaslek@wp.pl, http://zspaslek.edu.pl, Typ: Technikum,Pasłęk
TECHNIKUM NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W MORĄGU, mgzszio@poczta.onet.pl, http://www.moragzszio.com.pl, Typ: Technikum,Morąg
TECHNIKUM NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH IM. STANISŁAWA STASZICA I CENTRUM KSZTAŁCENIA USTAWICZNEGO W OSTRÓDZIE, staszicostroda@poczta.onet.pl, http://www.staszic.ostroda.pl, Typ: Technikum,Ostróda
TECHNIKUM NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH W LIDZBARKU WARMIŃSKIM,, http://, Typ: Technikum,LidzbarkWarmiński
TECHNIKUM NR 2, sekretariat@gizycko.edu.pl, http://www.zseii.edu.pl, Typ: Technikum,Giżycko
TECHNIKUM NR 2, zst@zst.olecko.pl, http://www.zst.olecko.pl, Typ: Technikum,Olecko
TECHNIKUM NR 2, zsilawa@poczta.onet.pl, http://www.zs-ilawa.pl, Typ: Technikum,Iława
TECHNIKUM NR 2 W KĘTRZYNIE,, http://, Typ: Technikum,Kętrzyn
TECHNIKUM NR 2 W MORĄGU, lomorag@poczta.fm, http://www.zsl-13.pl, Typ: Technikum,Morąg
TECHNIKUM NR 2 W MRĄGOWIE, dyrektor@ckziumragowo.pl, http://ckziumragowo.pl, Typ: Technikum,Mrągowo
TECHNIKUM NR 2 W OLSZTYNIE, sekretariat@zseh.olsztyn.eu, http://www.zseh.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 2 W OSTRÓDZIE, zszostroda@poczta.onet.pl, http://www.ekonomik.webd.pl, Typ: Technikum,Ostróda
TECHNIKUM NR 2 W ZESPOLE SZKÓŁ EKONOMICZNYCH I TECHNICZNYCH W PASŁĘKU, zseitpaslek@elblag.net, http://www.zseit.paslek.edu.pl/, Typ: Technikum,Pasłęk
TECHNIKUM NR 2 W ZESPOLE SZKÓŁ I PLACÓWEK OŚWIATOWYCH W LIDZBARKU WARMIŃSKIM,, http://, Typ: Technikum,LidzbarkWarmiński
TECHNIKUM NR 3, zszgizycko@wp.pl, http://www.zsz.edu.pl, Typ: Technikum,Giżycko
TECHNIKUM NR 3 W OLSZTYNIE, szkola@zsme.olsztyn.eu, http://zsmeolsztyn.pl/, Typ: Technikum,Olsztyn
TECHNIKUM NR 3 W ZESPOLE SZKÓŁ ROLNICZYCH IM. W. WITOSA W OSTRÓDZIE, sekretariat@rolnik.edu.pl, http://www.rolnik.edu.pl, Typ: Technikum,Ostróda
TECHNIKUM NR 4 W EŁKU, zs6@elk.edu.pl, http://zs6.elk.edu.pl, Typ: Technikum,Ełk
TECHNIKUM NR 4 W OLSZTYNIE, sekretariat@zsbolsztyn.pl, http://zsbolsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 5 W EŁKU, ekonomiak@gmail.com, http://zs5.elk.pl, Typ: Technikum,Ełk
TECHNIKUM NR 5 W OLSZTYNIE, szkola@zsgs.olsztyn.pl, http://www.zsgs.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 6 W EŁKU, zsme@elk.edu.pl, http://zsme.elk.edu.pl, Typ: Technikum,Ełk
TECHNIKUM NR 6 W OLSZTYNIE, sekretariat@zset.olsztyn.pl, http://www.zset.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 7 W OLSZTYNIE, sekretariat@ekonomik.olsztyn.pl, http://www.ekonomik.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 8 W OLSZTYNIE, zschio@zschio.olsztyn.pl, http://www.zschio.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR 9 SPECJALNE DLA UCZNIÓW Z CHOROBAMI PRZEWLEKŁYMI W OLSZTYNIE, zps4@poczta.onet.pl, http://www.szkolaszpitalna.olsztyn.pl, Typ: Technikum,Olsztyn
TECHNIKUM NR2, zsznr1@hot.pl, https://zsznr1.edupage.org/, Typ: Technikum,Działdowo
TECHNIKUM OBSŁUGI TURYSTYCZ\NEJ, zsriojagarzewo@op.pl, http://, Typ: Technikum,Jagarzewo
TECHNIKUM ROLNICZE W SMOLAJNACH, zsr43@wp.pl, http://www.smolajny.pl, Typ: Technikum,DobreMiasto
TECHNIKUM SPECJALNE NR 3, osw_gluchych_olecko@poczta.fm, http://www.oswg.olecko.pl, Typ: Technikum,Olecko
TECHNIKUM TEB EDUKACJA, olsztyn@teb.pl, http://www.teb.pl, Typ: Technikum,Olsztyn
TECHNIKUM TECHNOLOGII DREWNA W ZESPOLE SZKÓŁ ROLNICZYCH I OGÓLNOKSZTAŁCĄCYCH W JAGARZEWIE,, http://, Typ: Technikum,Janowo
TECHNIKUM W BIAŁEJ PISKIEJ W ZESPOLE SZKÓŁ NR 1 W BIAŁEJ PISKIEJ, sekretariat@zsnr1bialapiska.pl, http://www.zsnr1bialapiska.pl, Typ: Technikum,BiałaPiska
TECHNIKUM W BISKUPCU, zsbiskupiec@ineria.pl, http://www.zslo.net.pl, Typ: Technikum,Biskupiec
TECHNIKUM W DOBRYM MIEŚCIE, zsdm@zsdm.edu.pl, http://www.zsdm.edu.pl, Typ: Technikum,DobreMiasto
TECHNIKUM W NIDZICY, nidzica@wmzdz.pl, http://www.wmzdz.pl, Typ: Technikum,Nidzica
TECHNIKUM W ORZYSZU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W ORZYSZU, lo@orzysz.pl, http://, Typ: Technikum,Orzysz
TECHNIKUM W PISZU W ZESPOLE SZKÓŁ ZAWODOWYCH Z BIBLIOTEKĄ PEDAGOGICZNĄ W PISZU, zszpisz@op.pl, http://www.zsz.pisz.pl, Typ: Technikum,Pisz
TECHNIKUM W RESZLU, rataj@zsreszel.pl, http://www.zsreszel.pl, Typ: Technikum,Reszel
TECHNIKUM W RUCIANEM-NIDZIE W ZESPOLE SZKÓŁ LEŚNYCH W RUCIANEM-NIDZIE, zsdilsz@wp.pl, http://www.zsl.org.pl, Typ: Technikum,Ruciane-Nida
TECHNIKUM W WĘGORZEWIE, zszwegorzewo@pro.onet.pl, http://www.zszwegorzewo.pl, Typ: Technikum,Węgorzewo
TECHNIKUM W ZESPOLE SZKÓŁ IM. EMILII SUKERTOWEJ - BIEDRAWINY W MALINOWIE, zs_malinowo@op.pl, https://zsmalinowo.com/, Typ: Technikum,Działdowo
TECHNIKUM W ZESPOLE SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH IM. KS. EDMUNDA DOMAŃSKIEGO W IŁOWIE - OSADZIE, zszilowo@mailbox.olsztyn.pl, http://www.zszilowo.edu.pl, Typ: Technikum,Iłowo-Osada
TECHNIKUM W ZESPOLE SZKÓŁ ZAWODOWYCH CKU W ORNECIE,, http://, Typ: Technikum,Orneta
TECHNIKUM W ZESPOLE SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W NIDZICY, zsziownidzicy@interia.pl, http://, Typ: Technikum,Nidzica
TECHNIKUM WCHODZĄCE W SKŁAD CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W ELBLĄGU, ckziu@elblag.eu, http://, Typ: Technikum,Elbląg
TECHNIKUM WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ GOSPODARCZYCH W ELBLĄGU, zsg@elblag.eu, http://www.zsgelblag.pl, Typ: Technikum,Elbląg
TECHNIKUM WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ MECHANICZNYCH W ELBLĄGU, zsm@elblag.eu, http://www.zsm.elblag.pl, Typ: Technikum,Elbląg
TECHNIKUM WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ TECHNICZNYCH W ELBLĄGU, zst@elblag.eu, http://, Typ: Technikum,Elbląg
TECHNIKUM WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ ZAWODOWYCH NR 1 W ELBLĄGU, zsz1@elblag.eu, http://, Typ: Technikum,Elbląg
TECHNIKUM ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W EŁKU, elk@zdz.bialystok.pl, http://zdz.bialystok.pl/elk, Typ: Technikum,Ełk
TECHNIKUM ZAKŁADU DOSKONALENIA ZAWODOWEGO W BIAŁYMSTOKU Z SIEDZIBĄ W GIŻYCKU, gizycko@zdz.bialystok.pl, http://www.gizycko.zdz.bialystok.pl, Typ: Technikum,Giżycko
TECHNIKUM ŻYWIENIA I USŁUG GASTRONOMICZNYCH W ZESPOLE SZKÓŁ ROLNICZYCH I OGÓLNOKSZTAŁCĄCYCH W JAGARZEWIE,, http://, Typ: Technikum,Janowo
V LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W EŁKU, sekretariatzs2@zs2.elk.pl, http://zs2.elk.pl, Typ: Liceum ogólnokształcące,Ełk
V LICEUM OGÓLNOKSZTAŁCĄCE IM. HALINY POŚWIATOWSKIEJ WCHODZĄCE W SKŁAD ZESPOŁU SZKÓŁ EKONOMICZNYCH I OGÓLNOKSZTAŁCĄCYCH W ELBLĄGU, zseio@elblag.eu, http://, Typ: Liceum ogólnokształcące,Elbląg
V LICEUM OGÓLNOKSZTAŁCĄCE IM. WSPÓLNEJ EUROPY W OLSZTYNIE, sekretariat@lo5.olsztyn.eu, http://www.lo5.olsztyn.eu, Typ: Liceum ogólnokształcące,Olsztyn
VI LICEUM OGÓLNOKSZTAŁCĄCE IM. GABRIELA NARUTOWICZA W OLSZTYNIE, sekretariat@zso6.olsztyn.eu, http://www.lo6.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
VII LICEUM OGÓLNOKSZTAŁCĄCE W OLSZTYNIE, zschio@zschio.olsztyn.pl, http://www.zschio.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
X LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W OLSZTYNIE, sms@bublewicz.pl, http://www.zso5olsztyn.edu.pl, Typ: Liceum ogólnokształcące,Olsztyn
XI LICEUM OGÓLNOKSZTAŁCĄCE, 11lo@cyfroweszkoly.pl, http://www.cyfroweszkoly.pl, Typ: Liceum ogólnokształcące,Olsztyn
XII LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@akademickie.olsztyn.pl, http://www.akademickie.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
XIII LICEUM OGÓLNOKSZTAŁCĄCE KATOLICKIE IM ŚWIĘTEJ RODZINY W OLSZTYNIE, lickatol@wp.pl, http://zsk.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
XIV LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA UCZNIÓW NIESŁYSZĄCYCH W OLSZTYNIE, oswnies@poczta.onet.pl, http://oswnies.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
XV LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE W OLSZTYNIE, sekretariat@zpe.olsztyn.pl, http://www.zpe.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
XVI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA UCZNIÓW Z CHOROBAMI PRZEWLEKŁYMI W OLSZTYNIE, zps4@poczta.onet.pl, http://www.szkolaszpitalna.olsztyn.pl, Typ: Liceum ogólnokształcące,Olsztyn
XVII LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA UCZNIÓW Z ZABURZENIAMI PSYCHICZNYMI W OLSZTYNIE, zsspec.olsztyn@wp.pl, http://, Typ: Liceum ogólnokształcące,Olsztyn
ZAOCZNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W EŁKU, a.lampka@pascal.edu.pl, http://, Typ: Szkoła policealna,Ełk
ZAOCZNA POLICEALNA SZKOŁA MEDYCZNA PASCAL W OSTRÓDZIE, ostroda@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Ostróda
ZAOCZNA POLICEALNA SZKOŁA ZAWODOWA "PASCAL" W EŁKU, a.lampka@pascal.edu.pl, http://, Typ: Szkoła policealna,Ełk
