nazwa,email,www,typ,miasto
SZKOŁA POLICEALNA ADMINISTRACYJNO-FINANSOWA NR 2 W WEJHEROWIE, zsp3wejher@wp.pl, http://www.zsp3.wejher.pl, Typ: Szkoła policealna,Wejherowo
SZKOŁA POLICEALNA AKTYWIZACJI ZAWODOWEJ "ŻAK" W KWIDZYNIE, centrala@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA BEZPIECZEŃSTWA PUBLICZNEGO NR 1 W WEJHEROWIE, sekretariat@wejherowo-elektryk.pl, http://www.wejherowo-elektryk.pl, Typ: Szkoła policealna,Wejherowo
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" GDAŃSKU, gdansk@zak.edu.pl, http://zak.edu.pl/gdansk, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W GDYNI, gdynia@zak.edu.pl, https://zak.edu.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA CKU CZŁUCHÓW,, http://, Typ: Szkoła policealna,Człuchów
SZKOŁA POLICEALNA CNIB"ŻAK" W KWIDZYNIE, centrala@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA DLA DOROSŁYCH,, http://, Typ: Szkoła policealna,Kościerzyna
SZKOŁA POLICEALNA DLA DOROSŁYCH,, http://, Typ: Szkoła policealna,Skarszewy
SZKOŁA POLICEALNA DLA DOROSŁYCH, cku_sztum@sw.gov.pl, http://, Typ: Szkoła policealna,Sztum
SZKOŁA POLICEALNA DLA DOROSŁYCH W USTCE, zsoitustka@wp.pl, http://, Typ: Szkoła policealna,Ustka
SZKOŁA POLICEALNA DLA DOROSŁYCH W ZESPOLE SZKÓŁ ZAWODOWYCH W BARLEWICZKACH W CENTRUM KSZTAŁCENIA USTAWICZNEGO, sekretariat.barlewiczki@op.pl, http://www.barlewiczki.pl, Typ: Szkoła policealna,Sztum
SZKOŁA POLICEALNA FARMACEUTYCZNA W GDAŃSKU, farmacja.orunia@wp.pl, http://szkoly.stopkapress.com.pl, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA FARMACEUTYCZNA W SŁUPSKU, zsa.slupsk@wp.pl, http://, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA GDAŃSKIE STUDIUM ADMINISTRACJI, b.prus@oswiatalingwista.eu, http://szkoly-medyczne.eu, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA GDAŃSKIE STUDIUM FARMACEUTYCZNE, b.prus@oswiatalingwista.eu, http://szkoly-medyczne.eu, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA INFORMATYKI ŻAK W GDAŃSKU, gdansk@zak.edu.pl, http://zak.edu.pl/gdansk, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA KOSMETYCZNA "ŻAK" W GDAŃSKU, gdansk@zak.edu.pl, http://zak.edu.pl/gdansk, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA KOSMETYCZNA OMEGA, omegagda@wp.pl, http://omega.gdansk.pl, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA MECHANICZNA NR 3 W WEJHEROWIE, sekretariat@zspg4.wejher.pl, http://www.pzs4.wejher.pl, Typ: Szkoła policealna,Wejherowo
SZKOŁA POLICEALNA MEDYCZNA IM. ALINY PIENKOWSKIEJ W GDYNI, sekretariat@msz.vti.pl, http://www.wzspgdynia.pl, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA MEDYCZNA W SŁUPSKU, zsm_sl@wp.pl, http://www.medyk.slupsk.pl, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA MEDYCZNA W STAROGARDZIE GDAŃSKIM, mszstarogard@poczta.onet.pl, http://www.medyk-stg.pl, Typ: Szkoła policealna,StarogardGdański
SZKOŁA POLICEALNA MEDYCZNA W SZTUMIE, sekretariat@medyk.sztum.pl, http://www.medyk.sztum.pl, Typ: Szkoła policealna,Sztum
SZKOŁA POLICEALNA MEDYCZNA ŻAK W GDAŃSKU, gdansk@zak.edu.pl, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA MEDYCZNA ŻAK W KWIDZYNIE, kwidzyn@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA MEDYCZNO-SPOŁECZNA NR 4 W WEJHEROWIE, sekretariat@medyk-wejherowo.pl, http://www.medyk-wejherowo.pl, Typ: Szkoła policealna,Wejherowo
SZKOŁA POLICEALNA NIEDALEKO W GDAŃSKU, jola.grzesiuk@wp.pl, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA NR 1, sekretariat@ckziu1.edu.gdynia.pl, https://ckziu1gdynia.wixsite.com/ckziu1gdynia/o-szkole, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 1 DLA DOROSŁYCH, sekretariat@zsoio.pl, http://www.zsoio.pl, Typ: Szkoła policealna,PruszczGdański
SZKOŁA POLICEALNA NR 1 W BYTOWIE, dyrekcja@lo.bytow.pl, http://www.lo.bytow.pl, Typ: Szkoła policealna,Bytów
SZKOŁA POLICEALNA NR 1 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 1 IM. STANISŁAWA STASZICA W KWIDZYNIE, zsp1@zsp1kwidzyn.pl, http://, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 1 W SŁUPSKU, kontakt@szkoly-slupsk.pl, http://szkoly-slupsk.pl/, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA NR 1 W SOPOCIE, zsh@sopot.pl, http://, Typ: Szkoła policealna,Sopot
SZKOŁA POLICEALNA NR 10, sekretariat@ckziu3.edu.gdynia.pl, https://ckziunr3.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 10 W SŁUPSKU,, http://, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA NR 2 DLA DOROSŁYCH, sekretariat@zschie.edu.gdynia.pl, https://zschie.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 2 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 2 IM. MARII SKŁODOWSKIEJ - CURIE W KWIDZYNIE, zsp2@zsp2kwidzyn.pl, http://www.zsp2.ckj.edu.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 2 W LĘBORKU,, http://, Typ: Szkoła policealna,Lębork
SZKOŁA POLICEALNA NR 2 W SOPOCIE, zaoczny@sopot.pl, http://, Typ: Szkoła policealna,Sopot
SZKOŁA POLICEALNA NR 3 W GDYNI, sekretariat@zset.edu.gdynia.pl, http://www.zsetgdynia.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 3 W KWIDZYNIE CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KWIDZYNIE, ckziu@ckziukwidzyn.edu.pl, http://www.zst.kwidzyn.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 4, sekretariat@zsae.edu.gdynia.pl, http://www.zsae.gdynia.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 4 W KWIDZYNIE,, http://, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 5 DLA DOROSŁYCH, sekretariat@ckziu2.edu.gdynia.pl, https://ckziu2-gdynia.edupage.org/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 5 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 1 IM. STANISŁAWA STASZICA W KWIDZYNIE, zsp1@zsp1kwidzyn.pl, http://, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 6, sekretariat@zshg.edu.gdynia.pl, http://zshg.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA NR 6 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 2 IM. MARII SKŁODOWSKIEJ - CURIE W KWIDZYNIE, zsp2@zsp2kwidzyn.pl, http://www.zsp2.ckj.edu.pl, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA NR 8 DLA DOROSŁYCH, sekretariat@ckziu1.edu.gdynia.pl, https://ckziu1gdynia.wixsite.com/ckziu1gdynia/o-szkole, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA OMEGA W GDAŃSKU, sekretariat@cedo.edu.pl, http://www.cedo.edu.pl, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ ,,ŻAK" W GDYNI, gdynia@zak.edu.pl, https://zak.edu.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" W KWIDZYNIE,, http://, Typ: Szkoła policealna,Kwidzyn
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ ŻAK W GDAŃSKU, centrala@zak.edu.pl, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA PRAWNO-ADMINISTRACYJNA "ŻAK", gdynia@zak.edu.pl, https://zak.edu.pl/, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA PROGRES W CZŁUCHOWIE,, http://, Typ: Szkoła policealna,Debrzno
SZKOŁA POLICEALNA PRYMUS, prymuslebork.info@wp.pl, http://, Typ: Szkoła policealna,Lębork
SZKOŁA POLICEALNA SPOŁECZNA IM. ALINY PIENKOWSKIEJ W GDYNI, sekretariat@msz.vti.pl, http://www.wzspgdynia.pl, Typ: Szkoła policealna,Gdynia
SZKOŁA POLICEALNA SPOŁECZNA W SŁUPSKU, zsm_sl@wp.pl, http://www.medyk.slupsk.pl, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA SPOŁECZNA W STAROGARDZIE GDAŃSKIM, mszstarogard@poczta.onet.pl, http://www.medyk-stg.pl, Typ: Szkoła policealna,StarogardGdański
SZKOŁA POLICEALNA SPOŁECZNA W SZTUMIE, dyrektor@medyk.sztum.pl, http://www.medyk.sztum.pl, Typ: Szkoła policealna,Sztum
SZKOŁA POLICEALNA STUDIUM PRACOWNIKÓW MEDYCZNYCH I SPOŁECZNYCH,, http://, Typ: Szkoła policealna,Kościerzyna
SZKOŁA POLICEALNA STUDIUM PRACOWNIKÓW MEDYCZNYCH I SPOŁECZNYCH, info@oswiatalingwista.eu, http://, Typ: Szkoła policealna,Gdańsk
SZKOŁA POLICEALNA STUDIUM PRACOWNIKÓW MEDYCZNYCH I SPOŁECZNYCH, lebork@oswiatalingwista.eu, http://www.osr.lebork.pl,szkolymedyczne.eu, Typ: Szkoła policealna,Lębork
SZKOŁA POLICEALNA W CHOJNICACH, poczta@ckziuchojnice.pl, http://ckziuchojnice.pl, Typ: Szkoła policealna,Chojnice
SZKOŁA POLICEALNA W CZARNEJ WODZIE,, http://, Typ: Szkoła policealna,CzarnaWoda
SZKOŁA POLICEALNA W KŁANINIE W POWIATOWYM ZESPOLE SZKÓŁ IM. STANISŁAWA STASZICA W KŁANINIE, zspklanino@wp.pl, http://www.pzsklanino.edu.pl, Typ: Szkoła policealna,Starzyno
SZKOŁA POLICEALNA W LUZINIE, luzino-vademecum@wp.pl, http://www.vademecum.strona.pl, Typ: Szkoła policealna,Luzino
SZKOŁA POLICEALNA W PUCKU W POWIATOWYM CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W PUCKU, kancelaria@pckziu-puck.pl, http://www.pckziu-puck-pl, Typ: Szkoła policealna,Puck
SZKOŁA POLICEALNA W SŁUPSKU, sekretariat@scku.slupsk.pl, http://scku.slupsk.pl, Typ: Szkoła policealna,Słupsk
SZKOŁA POLICEALNA W ZESPOLE SZKÓŁ W DZIERZGONIU, zs_dzierzgon@poczta.onet.pl, http://www.zsdzierzgon.edu.pl/, Typ: Szkoła policealna,Dzierzgoń
SZKOŁA POLICEALNA WIELOBRANŻOWA NR 5 W WEJHEROWIE, sekretariat@medyk-wejherowo.pl, http://www.medyk-wejherowo.pl, Typ: Szkoła policealna,Wejherowo
SZKOŁA POLICEALNA WIELOBRANŻOWA W REDZIE, szkola@zspreda.pl, http://pzsreda.edu.pl/, Typ: Szkoła policealna,Reda
SZKOŁA POLICEALNA WIELOBRANŻOWA W RUMI, sekretariat@hipolit.info.pl, http://www.hipolit.info, Typ: Szkoła policealna,Rumia
SZKOŁA TECHNICZNA BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W CHOJNICACH, chojnice@bzdz.pl, http://www.bzdz.pl/technikum-mundurowe-chojnice/, Typ: Technikum,Chojnice
SZKOŁY EKONOMICZNO-HANDLOWE IM. MACIERZY SZKOLNEJ W GDAŃSKU TECHNIKUM NR 11 W GDAŃSKU, sekretariat@seh.edu.gdansk.pl, http://seh.edu.gdansk.pl, Typ: Technikum,Gdańsk
SZKOŁY OKRĘTOWE I TECHNICZNE "CONRADINUM" W GDAŃSKU TECHNIKUM NR 18, sekretariat@conradinum.edu.gdansk.pl, http://conradinum.edu.gdansk.pl, Typ: Technikum,Gdańsk
SZKOŁY PRUSA LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W GDAŃSKU, sekretariat@szkolyprusa.edu.pl, http://szkolyatena.pl, Typ: Liceum ogólnokształcące,Gdańsk
TECHNIKUM, sekretariat@zsoitmiastko.pl, http://www.zsoit.miastko.pl, Typ: Technikum,Miastko
TECHNIKUM, szkola@boleslawowo.pl, http://www.boleslawowo.pl, Typ: Technikum,Skarszewy
TECHNIKUM, zsndg@wp.pl, http://www.zs2ndg.szkolnastrona.pl, Typ: Technikum,NowyDwórGdański
TECHNIKUM 4-LETNIE, szkola@zsckrswarozyn.pl, http://www.zsckrswarozyn.pl, Typ: Technikum,Swarożyn
TECHNIKUM AGROBIZNESU ZSA CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM AKADEMII DOBREJ EDUKACJI IM. MACIEJA PŁAŻYŃSKIEGO W GDAŃSKU, ade.gdansk@dobraedukacja.edu.pl, http://, Typ: Technikum,Gdańsk
TECHNIKUM ARCHITEKTURY KRAJOBRAZU ZSA CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM BUDOWLANE, sekretariat@ckziu2.edu.gdynia.pl, https://ckziu2-gdynia.edupage.org/, Typ: Technikum,Gdynia
TECHNIKUM BUDOWY OKRĘTÓW, sekretariat@ckziu1.edu.gdynia.pl, https://ckziu1gdynia.wixsite.com/ckziu1gdynia/o-szkole, Typ: Technikum,Gdynia
TECHNIKUM CHŁODNICZE IM. PROF. M.T. HUBERA, sekretariat@zschie.edu.gdynia.pl, https://zschie.pl/, Typ: Technikum,Gdynia
TECHNIKUM EKONOMICZNE, sekretariat@zsae.edu.gdynia.pl, http://www.zsae.gdynia.pl/, Typ: Technikum,Gdynia
TECHNIKUM EKONOMICZNE ZSA CZŁUCHÓW, zsa@zsa-czluchow.pl, http://, Typ: Technikum,Człuchów
TECHNIKUM ELEKTRONICZNE NR 1, sekretariat@zschie.edu.gdynia.pl, https://zschie.pl/, Typ: Technikum,Gdynia
TECHNIKUM GASTRONOMICZNE, sekretariat@zshg.edu.gdynia.pl, http://zshg.pl/, Typ: Technikum,Gdynia
TECHNIKUM GEODEZYJNE ZSA CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM HANDLOWE, sekretariat@zsae.edu.gdynia.pl, http://www.zsae.gdynia.pl/, Typ: Technikum,Gdynia
TECHNIKUM HOTELARSKIE, sekretariat@zshg.edu.gdynia.pl, http://zshg.pl/, Typ: Technikum,Gdynia
TECHNIKUM IM. AUGUSTYNA SZPRĘGI W MALACHINIE,, http://, Typ: Technikum,Czersk
TECHNIKUM IM. GEN. JÓZEFA HALLERA W OWIDZU, sekretariat@technikumowidz.pl, http://technikumowidz.pl, Typ: Technikum,Jabłowo
TECHNIKUM IM. STEFANA BIESZKA W CHOJNICAH, szkola@zs-chojnice.pl, http://zs-chojnice.pl, Typ: Technikum,Chojnice
TECHNIKUM INFORMATYCZNE  ZSA CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM INFORMATYCZNE W PUCKU, m.oberzig@op.pl, http://ti.pozytywneinicjatywy.pl, Typ: Technikum,Puck
TECHNIKUM LEŚNE W WARCINIE IM. PROF. STANISŁAWA SOKOŁOWSKIEGO, sekretariat@tlwarcino.pl, http://www.tlwarcino.pl, Typ: Technikum,Kępice
TECHNIKUM MECHANICZNE NR 1, sekretariat@ckziu1.edu.gdynia.pl, https://ckziu1gdynia.wixsite.com/ckziu1gdynia/o-szkole, Typ: Technikum,Gdynia
TECHNIKUM NR 1, psr@psr.gda.pl, http://psr.gda.pl, Typ: Technikum,Gdańsk
TECHNIKUM NR 1, szkola@zst.etczew.eu, http://www.zst.etczew.eu, Typ: Technikum,Tczew
TECHNIKUM NR 1, pzs1.koscierzyna@powiatkoscierski.pl, http://www.pzs1.pl, Typ: Technikum,Kościerzyna
TECHNIKUM NR 1 IM. BOHATERSKIEJ ZAŁOGI ORP "ORZEŁ" W WEJHEROWIE, sekretariat@wejherowo-elektryk.pl, http://www.wejherowo-elektryk.pl, Typ: Technikum,Wejherowo
TECHNIKUM NR 1 IM. NOBLISTÓW POLSKICH W STAROGARDZIE GDAŃSKIM,, http://, Typ: Technikum,StarogardGdański
TECHNIKUM NR 1 IM.DANUTY SIEDZIKÓWNY "INKI" W SOPOCIE, zsh@sopot.pl, http://, Typ: Technikum,Sopot
TECHNIKUM NR 1 W BYTOWIE, sekretariat@zspbytow.pl, http://www.zspbytow.pl, Typ: Technikum,Bytów
TECHNIKUM NR 1 W CHOJNICACH, sekretariat@technikum1chojnice.pl, http://www.technikum1chojnice.pl, Typ: Technikum,Chojnice
TECHNIKUM NR 1 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 1 IM. STANISŁAWA STASZICA W KWIDZYNIE, zsp1@zsp1kwidzyn.pl, http://, Typ: Technikum,Kwidzyn
TECHNIKUM NR 1 W PRUSZCZU GDAŃSKIM, sekretariat@zsoio.pl, http://www.zsoio.pl, Typ: Technikum,PruszczGdański
TECHNIKUM NR 1 W SŁUPSKU, sekretariat@zsp1slupsk.pl, http://zsp1slupsk.pl, Typ: Technikum,Słupsk
TECHNIKUM NR 2, zsp4@zsp4.malbork.pl, http://www.zsp4.malbork.pl, Typ: Technikum,Malbork
TECHNIKUM NR 2, sekretariat@zsbtczew.pl, http://zsbtczew.pl, Typ: Technikum,Tczew
TECHNIKUM NR 2, pzs2.koscierzyna@powiatkoscierski.pl, http://, Typ: Technikum,Kościerzyna
TECHNIKUM NR 2, zser@wp.pl, http://www.zserbytow.edu.pl, Typ: Technikum,Bytów
TECHNIKUM NR 2 W CHOJNICACH, technikum2@technikum2chojnice.pl, http://www.technikum2.chojnice.pl, Typ: Technikum,Chojnice
TECHNIKUM NR 2 W KWIDZYNIE ZESPÓŁ SZKÓŁ NR 2 IM. MARII SKŁODOWSKIEJ - CURIE W KWIDZYNIE, zsp2@zsp2kwidzyn.pl, http://www.zsp2.ckj.edu.pl, Typ: Technikum,Kwidzyn
TECHNIKUM NR 2 W LĘBORKU, sekretariat@pce.lebork.pl, http://www.pce.lebork.pl, Typ: Technikum,Lębork
TECHNIKUM NR 2 W RUSOCINIE, zsrckp@op.pl, http://www.zsrckp.edu.pl, Typ: Technikum,Łęgowo
TECHNIKUM NR 2 W SŁUPSKU, sekretariat@ckziu.slupsk.pl, http://www.ckziu.slupsk.pl, Typ: Technikum,Słupsk
TECHNIKUM NR 2 W STAROGARDZIE GDAŃSKIM, sekretariat@zszstarogard.pl, http://www.zszstarogard.pl, Typ: Technikum,StarogardGdański
TECHNIKUM NR 2 W WEJHEROWIE, sekretariat@pzs3.info, http://www.pzs3.info, Typ: Technikum,Wejherowo
TECHNIKUM NR 3, pzs3.koscierzyna@powiatkoscierski.pl, http://, Typ: Technikum,Kościerzyna
TECHNIKUM NR 3, sekretariat@ckziu2.edu.gdynia.pl, https://ckziu2-gdynia.edupage.org/, Typ: Technikum,Gdynia
TECHNIKUM NR 3, zsbio@wp.pl, http://www.zsbio.tcz.pl, Typ: Technikum,Tczew
TECHNIKUM NR 3, dyrektor@tech3.malbork.pl, http://tech3.malbork.pl, Typ: Technikum,Malbork
TECHNIKUM NR 3 IM. BOHATERÓW SZARŻY POD KROJANTAMI W CHOJNICACH, kontakt@tech3chojnice.pl, http://tech3chojnice.pl, Typ: Technikum,Chojnice
TECHNIKUM NR 3 W KWIDZYNIE CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KWIDZYNIE, dyrektor-ckziu@ckziukwidzyn.edu.pl, http://www.ckziukwidzyn.edu.pl, Typ: Technikum,Kwidzyn
TECHNIKUM NR 3 W LĘBORKU, zsgzia@gmail.com, http://zsgzia.lebork.pl, Typ: Technikum,Lębork
TECHNIKUM NR 3 W SŁUPSKU, sekretariat@drzewniak.slupsk.pl, http://drzewniak.slupsk.pl, Typ: Technikum,Słupsk
TECHNIKUM NR 3 W WEJHEROWIE, sekretariat@zspg4.wejher.pl, http://www.zspg4.wejher.pl, Typ: Technikum,Wejherowo
TECHNIKUM NR 4, poczta@zse.tcz.pl, http://www.zse.tcz.pl, Typ: Technikum,Tczew
TECHNIKUM NR 4 W CHOJNICACH,, http://www.zsp2.chojnice.pl/, Typ: Technikum,Chojnice
TECHNIKUM NR 4 W LĘBORKU, sekretariat@zsmi.pl, http://, Typ: Technikum,Lębork
TECHNIKUM NR 4 W SŁUPSKU, sekretariat@mechanik.slupsk.pl, http://mechanik.slupsk.pl, Typ: Technikum,Słupsk
TECHNIKUM NR 5 W SŁUPSKU, sekretariat@ekonomik.slupsk.pl, http://ekonomik.slupsk.pl, Typ: Technikum,Słupsk
TECHNIKUM ROLNICZE, zsa@zsa.czluchow.pl, http://, Typ: Technikum,Człuchów
TECHNIKUM TEB EDUKACJA, sekretariat-gdansk@teb-edukacja.pl, http://www.teb.pl, Typ: Technikum,Gdańsk
TECHNIKUM TEB EDUKACJA, starogard@teb.pl, http://, Typ: Technikum,StarogardGdański
TECHNIKUM TEB EDUKACJA, starogard@teb.pl, http://, Typ: Technikum,StarogardGdański
TECHNIKUM TEB EDUKACJA W SŁUPSKU, slupsk@teb.pl, http://technikum.pl, Typ: Technikum,Słupsk
TECHNIKUM TRANSPORTOWE, sekretariat@zset.edu.gdynia.pl, http://www.zsetgdynia.pl/, Typ: Technikum,Gdynia
TECHNIKUM TURYSTYKI NA OBSZARACH WIEJSKICH, zsa@zsa.czluchow.pl, http://, Typ: Technikum,Człuchów
TECHNIKUM W CZARNEJ WODZIE,, http://, Typ: Technikum,CzarnaWoda
TECHNIKUM W CZARNEM,, http://, Typ: Technikum,Czarne
TECHNIKUM W GNIEWIE, sekretariat@zspgniew.pl, http://www.zspgniew.edupage.org, Typ: Technikum,Gniew
TECHNIKUM W KŁANINIE W POWIATOWYM ZESPOLE SZKÓŁ IM. STANISŁAWA STASZICA W KŁANINIE, zspklanino@wp.pl, http://www.pzsklanino.edu.pl, Typ: Technikum,Kłanino
TECHNIKUM W ŁODZIERZY, zsp@lodzierz.pl, http://www.lodzierz.pl, Typ: Technikum,Miastko
TECHNIKUM W PRABUTACH ZESPÓŁ SZKÓŁ W PRABUTACH, zspp@zspprabuty.pl, http://, Typ: Technikum,Prabuty
TECHNIKUM W PUCKU W POWIATOWYM CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W PUCKU, kancelaria@pckziu-puck.pl, http://www.pckziu-puck.pl, Typ: Technikum,Puck
TECHNIKUM W REDZIE, szkola@zspreda.pl, http://pzsreda.edu.pl/, Typ: Technikum,Reda
TECHNIKUM W RUMI, zsp2_hipolit@2com.pl, http://www.hipolit.info, Typ: Technikum,Rumia
TECHNIKUM W SKÓRCZU, sekretariat@zspskorcz.pl, http://www.zspskorcz.pl, Typ: Technikum,Skórcz
TECHNIKUM ZAWODOWE NR 1 W SŁUPSKU, kontakt@szkoly-slupsk.pl, http://szkoly-slupsk.pl/, Typ: Technikum,Słupsk
TECHNIKUM ZSI W SŁUPSKU, sekretariat@zsi.slupsk.pl, http://, Typ: Technikum,Słupsk
TECHNIKUM ZST CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM ŻYWIENIA I GOSPODARSTWA DOMOWEGO ZSA CZŁUCHÓW,, http://, Typ: Technikum,Człuchów
TECHNIKUM ŻYWIENIA I USŁUG GASTRONOMICZNYCH,, http://, Typ: Technikum,Człuchów
TRZYLETNIE LICEUM DLA DOROSŁYCH "AKADEMIA SUKCESU",, http://, Typ: Liceum ogólnokształcące,StarogardGdański
UNIWERSYTECKIE KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE W TCZEWIE, sekretariat@katolik-tcz.pl, http://www.katolik.tczew.pl, Typ: Liceum ogólnokształcące,Tczew
UNIWERSYTECKIE LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU, rektor_studenci@ug.edu.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
V LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA ŻEROMSKIEGO W GDAŃSKU, sekretariat@lo5.edu.gdansk.pl, http://lo5.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
V LICEUM OGÓLNOKSZTAŁCĄCE IM. ZBIGNIEWA HERBERTA W SŁUPSKU, 5lo@5lo.slupsk.pl, http://www.5lo.slupsk.pl, Typ: Liceum ogólnokształcące,Słupsk
V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA, sekretariat@vlo.edu.gdynia.pl, http://www.vlogdynia.pl, Typ: Liceum ogólnokształcące,Gdynia
V LICEUM OGÓLNOKSZTAŁCĄCE W WEJHEROWIE, zspg4.wejherowo@interia.pl, http://www.zspg4.wejher.pl, Typ: Liceum ogólnokształcące,Wejherowo
VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO, sekretariat@vilo.edu.gdynia.pl, http://vilo.org/, Typ: Liceum ogólnokształcące,Gdynia
VI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE W SPECJALNYM OŚRODKU SZKOLNO-WYCHOWAWCZYM NR 2 DLA NIESŁYSZĄCYCH I SŁABOSŁYSZĄCYCH IM. JANA SIESTRZYŃSKIEGO W WEJHEROWIE, sekretariat@osw2wejherowo.pl, http://www.osw2wejherowo.pl, Typ: Liceum ogólnokształcące,Wejherowo
VII SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO, zsso@zsso.gdynia.pl, http://www.zsso.gdynia.pl, Typ: Liceum ogólnokształcące,Gdynia
VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ W GDAŃSKU, sekretariat@lo8.edu.gdansk.pl, http://lo8.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
WOJSKOWE LICEUM OGÓLNOKSZTAŁCĄCE W SŁUPSKU, sekretariat@zsa.edu.pl, http://, Typ: Liceum ogólnokształcące,Słupsk
X LICEUM OGÓLNOKSZTAŁCĄCE DWUJĘZYCZNE W GDAŃSKU, sekretariat@lo10.edu.gdansk.pl, http://lo10.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
X LICEUM OGÓLNOKSZTAŁCĄCE IM. GDYŃSKICH NAUCZYCIELI BOHATERÓW II WOJNY ŚWIATOWEJ, sekretariat@xlo.edu.gdynia.pl, http://xlogdynia.pl/, Typ: Liceum ogólnokształcące,Gdynia
