nazwa,email,www,typ,miasto
POLICEALNE STUDIUM INFORMATYCZNE, twp@twp.edu.pl, http://www.twp.edu.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNE STUDIUM KSZTAŁCENIA KADR,, http://www.skk.pl, Typ: Szkoła policealna,Toruń
POLICEALNE STUDIUM KSZTAŁCENIA KADR W BYDGOSZCZY, biuro@skk.pl, http://www.skk.pl, Typ: Szkoła policealna,Bydgoszcz
POLICEALNE STUDIUM ZAWODOWE,, http://, Typ: Szkoła policealna,Inowrocław
POLICEALNE STUDIUM ZAWODOWE "FAMA" IM. HENRYKA ARCTOWSKIEGO, fama-ino@wp.pl, http://, Typ: Szkoła policealna,Inowrocław
POLICEALNE STUDIUM ZAWODOWE W CHEŁMNIE, sekretariat@zs2.edu.pl, http://, Typ: Szkoła policealna,Chełmno
PRESTIGE LICEUM OGÓLNOKSZTAŁĄCE W BRZOZIE,, http://, Typ: Liceum ogólnokształcące,Brzoza
PRESTIGE LICEUM OGÓLNOKSZTAŁCĄCE W CIECHOCINKU, dyrektor.sp3@ciechocinek.pl, http://, Typ: Liceum ogólnokształcące,Ciechocinek
PRESTIGE LICEUM OGÓLNOKSZTAŁCĄCE W GNIEWKOWIE,, http://, Typ: Liceum ogólnokształcące,Gniewkowo
PRESTIGE SZKOŁA  POLICEALNA W JEZIORACH WIELKICH,, http://, Typ: Szkoła policealna,JezioraWielkie
PRESTIGE SZKOŁA POLICEALNA W GNIEWKOWIE,, http://, Typ: Szkoła policealna,Gniewkowo
PRESTIGE SZKOŁA POLICEALNA W MOGILNIE, kontakt@zsprestige.pl, http://, Typ: Szkoła policealna,Mogilno
PROFESJA CENTRUM KSZTAŁCENIA KADR POLICEALNA SZKOŁA ROZWOJU ZAWODOWEGO,, http://, Typ: Szkoła policealna,Toruń
PRYWATNA POLICEALNA SZKOŁA DLA DOROSŁYCH W STRZELNIE, emc1@onet.eu, http://, Typ: Szkoła policealna,Strzelno
PRYWATNA SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Janikowo
PRYWATNA SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Radziejów
PRYWATNA SZKOŁA POLICEALNA, cezenit@op.pl, http://, Typ: Szkoła policealna,Włocławek
PRYWATNA SZKOŁA POLICEALNA  "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@przyszlosc.edu.pl, http://, Typ: Szkoła policealna,Bydgoszcz
PRYWATNA SZKOŁA POLICEALNA "TWOJA SZKOŁA" W INOWROCŁAWIU,, http://, Typ: Szkoła policealna,Inowrocław
PRYWATNA SZKOŁA POLICEALNA "TWOJA-SZKOŁA" W GRUDZIĄDZU, grudziadz2@twoja-szkola.pl, http://www.twoja-szkola.pl, Typ: Szkoła policealna,Grudziądz
PRYWATNA ZAOCZNA SZKOŁA POLICEALNA ZESPOŁU EDUKACJI "WIEDZA", wiedza@post.pl, http://, Typ: Szkoła policealna,AleksandrówKujawski
PRYWATNE LICEUM OGOLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,Radziejów
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE, prestige.janikowo@o2.pl, http://, Typ: Liceum ogólnokształcące,Janikowo
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE "ABIS" PRZY WYŻSZEJ SZKOLE INFORMATYKI I UMIEJĘTNOŚCI W ŁODZI ODDZIAŁ WŁOCŁAWEK, abis_wloclawek@wsinf.edu.pl, http://lo-wloclawek.wsinf.edu.pl, Typ: Liceum ogólnokształcące,Włocławek
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@przyszlosc.edu.pl, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,Grudziądz
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, cezenit@op.pl, http://www.cezenit.com.pl, Typ: Liceum ogólnokształcące,Włocławek
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, inowroclaw@twoja-szkola.pl, http://twoja-szkola.pl, Typ: Liceum ogólnokształcące,Inowrocław
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,Grudziądz
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@przyszlosc.edu.pl, http://, Typ: Liceum ogólnokształcące,Bydgoszcz
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W TORUNIU,, http://ckisd.torun.wp.pl, Typ: Liceum ogólnokształcące,Toruń
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W GRUDZIĄDZU,, http://, Typ: Liceum ogólnokształcące,Grudziądz
PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W MOGILNIE,, http://, Typ: Liceum ogólnokształcące,Mogilno
PRYWATNE TECHNIKUM GEODEZYJNE "MENEDŻER", sekretariat@zsm-swiecie.pl, http://www.zsm-swiecie.pl, Typ: Technikum,Świecie
PRYWATNE TECHNIKUM INFORMATYCZNE "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@przyszlosc.edu.pl, http://, Typ: Technikum,Bydgoszcz
PRYWATNE TECHNIKUM LOGISTYCZNE "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@entersoft.com.pl, http://, Typ: Technikum,Bydgoszcz
PRYWATNE TECHNIKUM OCHRONY ŚRODOWISKA "MENEDŻER", sekretariat@zsm-swiecie.pl, http://www.zsm-swiecie.pl, Typ: Technikum,Świecie
PRYWATNE TECHNIKUM PROGRAMISTYCZNE "PRZYSZŁOŚĆ" W BYDGOSZCZY, przyszlosc@przyszlosc.edu.pl, http://, Typ: Technikum,Bydgoszcz
PRYWATNE WIECZOROWE LICEUM OGÓLNOKSZTAŁCĄCE W LIPNIE,, http://, Typ: Liceum ogólnokształcące,Lipno
PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM.KS.JANA DŁUGOSZA, sekretariat@zskdlugosz.pl, http://www.zskdlugosz.pl, Typ: Liceum ogólnokształcące,Włocławek
ROCZNA SZKOŁA POLICEALNA GOWORK.PL W BYDGOSZCZY, szkola@gowork.pl, http://, Typ: Szkoła policealna,Bydgoszcz
ROCZNA SZKOŁA POLICEALNA GOWORK.PL W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SOPOCKIE SZKOŁY MEDYCZNE W BYDGOSZCZY, bydgoszcz@sopockie.edu.pl, http://www.sopockie.edu.pl, Typ: Szkoła policealna,Bydgoszcz
SPOŁECZNE LICEUM OGÓLNOKSZTAŁĄCE DLA DOROSŁYCH,, http://, Typ: Liceum ogólnokształcące,PiotrkówKujawski
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCACE,, http://, Typ: Liceum ogólnokształcące,PiotrkówKujawski
SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W CHOCENIU, slo.chocen@interia.pl, http://www.slochocen.edupage.org, Typ: Liceum ogólnokształcące,Choceń
SPOŁECZNE OGÓLNOKSZTAŁCĄCE LICEUM  JĘZYKOWE GEM, biuro@gem.edu.pl, http://, Typ: Liceum ogólnokształcące,Toruń
SPOŁECZNE OGÓLNOKSZTAŁCĄCE LICEUM JĘZYKOWE GEM, biuro@gem.edu.pl, http://gem.edu.pl, Typ: Liceum ogólnokształcące,Toruń
SPOŁECZNE TECHNIKUM W CHOCENIU, slo.chocen@interia.pl, http://, Typ: Technikum,Choceń
SPOŁECZNE ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W CHOCENIU, slo.chocen@interia.pl, http://www.slochocen.edupage.org, Typ: Liceum ogólnokształcące,Choceń
STACJONARNA  POLICEALNA SZKOŁA MEDYCZNA  APIS W ŚWIECIU, swiecie@apis.edu.pl, http://www.apis.edu.pl, Typ: Szkoła policealna,Świecie
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W BYDGOSZCZY, bydgoszcz@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Bydgoszcz
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W GRUDZIĄDZU, grudziadz@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Grudziądz
STACJONARNA POLICEALNA SZKOŁA MEDYCZNA PASCAL WE WŁOCŁAWKU, wloclawek@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Włocławek
STUDIUM MEDYCZNE TEB EDUKACJA,, http://, Typ: Szkoła policealna,Toruń
STUDIUM MEDYCZNE TEB EDUKACJA, grudziadz@teb-edukacja.pl, http://, Typ: Szkoła policealna,Grudziądz
STUDIUM MEDYCZNE TEB EDUKACJA W BYDGOSZCZY, bydgoszcz@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Bydgoszcz
STUDIUM ROZWOJU ZAWODOWEGO CENTRUM EDUKACJI DOROSŁYCH W TORUNIU, biuro@ced.edu.pl, http://www.ced.edu.pl, Typ: Szkoła policealna,Toruń
STUDIUM ZDROWIA CENTRUM EDUKACJI DOROSŁYCH, biuro@ced.edu.pl, http://www.ced.edu.pl, Typ: Szkoła policealna,Toruń
SZKOŁA   POLICEALNA  DLA DOROSŁYCH   EDUKACJI INNOWACYJNEJ   W BYDGOSZCZY, achrzescianmajcher@ipt.pl, http://www.sei.edu.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA AKUPUNKTURY TRADYCYJNEJ,, http://, Typ: Szkoła policealna,Łochowo
SZKOŁA JĘZYKÓW OBCYCH "TRANSLATOR",, http://, Typ: Szkoła policealna,Toruń
SZKOŁA MEDYCZNA GOWORK.PL W BYDGOSZCZY, szkola@gowork.pl, http://www.szkolagowork.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Więcbork
SZKOŁA POLICEALNA, zslasinsekretariat@wp.pl, http://www.jagiellonczyklasin.edu.pl, Typ: Szkoła policealna,Łasin
SZKOŁA POLICEALNA, centrum_sypniewo@wp.pl, http://www.zsckrsypniewo.pl, Typ: Szkoła policealna,Sypniewo
SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,SępólnoKrajeńskie
SZKOŁA POLICEALNA, zsskepe@gmail.com, http://zsskepe.pl, Typ: Szkoła policealna,Skępe
SZKOŁA POLICEALNA, lolipno@pro.onet.pl, http://lolipno.oswiata.org.pl, Typ: Szkoła policealna,Lipno
SZKOŁA POLICEALNA,, http://, Typ: Szkoła policealna,Więcbork
SZKOŁA POLICEALNA  "COSINUS  PLUS"  W BYDGOSZCZY,, http://, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA  NR 2 W ALEKSANDROWIE KUJAWSKIM, hubal_zsnr2@poczta.fm, http://www.hubal.edu.pl, Typ: Szkoła policealna,AleksandrówKujawski
SZKOŁA POLICEALNA - PSZ W GRUDZIĄDZU, psz-grudziadz@o2.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA "COSINUS PLUS"  WE WŁOCŁAWKU, sekretariat@laft.pl, http://, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA "COSINUS PLUS" W INOWROCŁAWIU,, http://, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA "SPECTRUM" WE WŁOCŁAWKU, sekretariat@spectrum.edu.pl, http://www.spectrum.edu.pl, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA AKTYWIZACJI ZAWODOWEJ "ŻAK" W BYDGOSZCZY, bydgoszcz@zak.edu.pl, http://bydgoszcz.zak.edu.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK", wloclawek@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK",, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W GRUDZIĄDZU, grudziadz@zak.edu.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA CENTRUM NAUKI I BIZNESU "ŻAK" W INOWROCŁAWIU, inowroclaw@zak.edu.pl, http://, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA COSINUS I W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA COSINUS W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA DLA DOROSŁYCH, sekretariat@ckunr2.neostrada.pl, http://, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA DLA DOROSŁYCH, zspotulice1@wp.pl, http://, Typ: Szkoła policealna,Potulice
SZKOŁA POLICEALNA DLA DOROSŁYCH, nckswiecie@wp.pl, http://www.nckswiecie.info, Typ: Szkoła policealna,Świecie
SZKOŁA POLICEALNA GOWORK.PL W BYDGOSZCZY, szkola@gowork.pl, http://, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA GRUDZIĄDZKIEJ SZKOŁY WYŻSZEJ, spgsw@op.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA IM. ANNY WAZÓWNY, sekretariat@golub.gto.pl, http://www.zsgolub.edu.pl, Typ: Szkoła policealna,Golub-Dobrzyń
SZKOŁA POLICEALNA IM. LECHA WAŁĘSY, zskowalewopom@wp.pl, http://zs.kowalewo.pl, Typ: Szkoła policealna,KowalewoPomorskie
SZKOŁA POLICEALNA IM. ŚW. JANA PAWŁA II W KOWALU, sekretariatzs@vp.pl, http://www.zskowal.pl, Typ: Szkoła policealna,Kowal
SZKOŁA POLICEALNA KOSMETYCZNA "ŻAK" W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA LUBRANIEC-PARCELE 30,, http://, Typ: Szkoła policealna,Lubraniec
SZKOŁA POLICEALNA MEDYCZNA "ŻAK" W INOWROCŁAWIU,, http://zak.edu.pl, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA MEDYCZNA "ŻAK" W TORUNIU, torun@zak.edu.pl, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA MEDYCZNA DLA DOROSŁYCH GOWORK.PL W BYDGOSZCZY, szkola@gowork.pl, http://, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA MEDYCZNA IM. MIKOŁAJA KOPERNIKA W TORUNIU, sekretariat@spm.edu.pl, http://www.spm.edu.pl, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA MEDYCZNO - SPOŁECZNA W ŚWIECIU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I POLICEALNYCH, 2lo.swiecie@wp.pl, http://www.2lo-swiecie.pl, Typ: Szkoła policealna,Świecie
SZKOŁA POLICEALNA MEDYCZNO-SPOŁECZNA W INOWROCŁAWIU, poczta@medykino.com.pl, http://www.medykino.com.pl, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA NR 1  W ALEKSANDROWIE KUJAWSKIM, szkola@szkola1.pl, http://www.szkola1.pl, Typ: Szkoła policealna,AleksandrówKujawski
SZKOŁA POLICEALNA NR 1 FRYZJERSKO-KOSMETYCZNA W BYDGOSZCZY, zsnr1@bip.oswiata.bydgoszcz.pl, http://www.zsnr1.bydgoszcz.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA NR 1 W ŚWIECIU W ZESPOLE SZKÓŁ PONADPODSTAWOWYCH W ŚWIECIU, zsp_swiecie@go2.pl, http://www.zspswiecie.pl, Typ: Szkoła policealna,Świecie
SZKOŁA POLICEALNA NR 2 W GRUDZIĄDZU, zst@grudziadz.com.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 2 W ŚWIECIU W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I POLICEALNYCH W ŚWIECIU, 2lo.swiecie@wp.pl, http://www.2lo-swiecie.pl, Typ: Szkoła policealna,Świecie
SZKOŁA POLICEALNA NR 3 BUDOWLANA W BYDGOSZCZY, zsb@bip.oswiata.bydgoszcz.pl, http://www.zsb.bydgoszcz.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA NR 3 W GRUDZIĄDZU, sekretariat@zsgh.eu, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 4 W CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO, sekretariat@ckziu.wloclawek.pl, http://www.ckziu.wloclawek.pl, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA NR 4 W GRUDZIĄDZU, sekretariat7@wp.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 4 ZARZĄDZANIA I FINANSÓW W BYDGOSZCZY, zsea@edu.bydgoszcz.pl, http://www.zsea.bydgoszcz.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA NR 5 TECHNICZNA DLA DOROSŁYCH W BYDGOSZCZY, zsm02@edu.bydgoszcz.pl, http://www.zsmnr2.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA NR 5 W GRUDZIĄDZU, zsbip@wp.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 6 W GRUDZIĄDZU, zse_grudziadz@poczta.onet.pl, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 7 W GRUDZIĄDZU, sekretariat@ckugrudziadz.pl, http://www.ckugrudziadz.pl, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA NR 8 W GRUDZIĄDZU, mechanik_sekretariat@poczta.fm, http://, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICEALNA OPIEKI  MEDYCZNEJ   "ŻAK" W  BYDGOSZCZY, bydgoszcz@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" W INOWROCŁAWIU,, http://zak.edu.pl, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA OPIEKI MEDYCZNEJ "ŻAK" WE WŁOCŁAWKU, wloclawek@zak.edu.pl, http://www.zak.edu.pl, Typ: Szkoła policealna,Włocławek
SZKOŁA POLICEALNA PRAWA I ADMINISTRACJI "ŻAK" W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA SPECJALNA DLA MŁODZIEZY SŁABO SŁYSZĄCEJ I NIESŁYSZĄCEJ W BYDGOSZCZY,, http://, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA SPECJALNA DLA MŁODZIEŻY SŁABO WIDZĄCEJ I NIEWIDOMEJ W BYDGOSZCZY,, http://, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA STUDIUM PRACOWNIKÓW MEDYCZNYCH I SPOŁECZNYCH, torun@oswiatalingwista.eu, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA TEB EDUKACJA W BYDGOSZCZY, bydgoszcz@teb-edukacja.pl, http://www.teb.pl, Typ: Szkoła policealna,Bydgoszcz
SZKOŁA POLICEALNA W BRODNICY, sekretariat@ckziubrodnica.pl, http://www.ckziubrodnica.pl, Typ: Szkoła policealna,Brodnica
SZKOŁA POLICEALNA W CENTRUM KSZTAŁCENIA USTAWICZNEGO IM. STEFANA ŻEROMSKIEGO W INOWROCŁAWIU,, http://, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA W CHEŁMŻY, sekretariat.dyrektor@zsp-chelmza.pl, http://www.zsp-chelmza.pl, Typ: Szkoła policealna,Chełmża
SZKOŁA POLICEALNA W CHODCZU, zsrchodecz@poczta.onet.pl, http://wp.zespol-szkol.pl, Typ: Szkoła policealna,Chodecz
SZKOŁA POLICEALNA W GRONOWIE, szkola@zsgronowo.edu.pl, http://www.zsgronowo.edu.pl, Typ: Szkoła policealna,LubiczDolny
SZKOŁA POLICEALNA W GRUBNIE, grubsek@op.pl, http://, Typ: Szkoła policealna,Stolno
SZKOŁA POLICEALNA W IZBICY KUJAWSKIEJ, loizbica@poczta.onet.pl, http://www.loizbica1.prv.pl, Typ: Szkoła policealna,IzbicaKujawska
SZKOŁA POLICEALNA W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE, zsae@wp.pl, http://zsae-karolewo.home.pl, Typ: Szkoła policealna,Dobrcz
SZKOŁA POLICEALNA W KOWALU, zskowal@zskowal.edu.pl, http://www.zskowal.edu.pl, Typ: Szkoła policealna,Kowal
SZKOŁA POLICEALNA W NADROŻU W ZESPOLE SZKÓŁ NR 4 IM. ZIEMI DOBRZYŃSKIEJ W NADROŻU,, http://, Typ: Szkoła policealna,Rogowo
SZKOŁA POLICEALNA W PIECHCINIE, sekretariat@zsnpiechcin.pl, http://www.zsnpiechcin.pl, Typ: Szkoła policealna,Piechcin
SZKOŁA POLICEALNA W RYPINIE W ZESPOLE SZKÓŁ NR 1 IM. KS. CZESŁAWA LISSOWSKIEGO W RYPINIE,, http://, Typ: Szkoła policealna,Rypin
SZKOŁA POLICEALNA W RYPINIE W ZESPOLE SZKÓŁ NR 2 IM. UNII EUROPEJSKIEJ W RYPINIE,, http://, Typ: Szkoła policealna,Rypin
SZKOŁA POLICEALNA W RYPINIE W ZESPOLE SZKÓŁ NR 3 IM. BOGDANA CHEŁMICKIEGO W RYPINIE,, http://, Typ: Szkoła policealna,Rypin
SZKOŁA POLICEALNA W SOLCU KUJAWSKIM,, http://, Typ: Szkoła policealna,SolecKujawski
SZKOŁA POLICEALNA W STARYM BRZEŚCIU, starybrzesc@interia.pl, http://www.starybrzesc.pl, Typ: Szkoła policealna,BrześćKujawski
SZKOŁA POLICEALNA W TORUNIU, sekretariat@cku.torun.pl, http://www.cku.torun.pl, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA W TUCHOLI, tcez@tuchola.pl, http://www.tcez.tuchola.pl, Typ: Szkoła policealna,Tuchola
SZKOŁA POLICEALNA W ZESPOLE SZKÓŁ WETERYNARYJNO-PRZYRODNICZYCH W KOBYLNIKACH,, http://, Typ: Szkoła policealna,Kruszwica
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ IM. PROF. EMILA CHROBOCZKA W SZUBINIE,, http://, Typ: Szkoła policealna,Szubin
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ IM. S. STASZICA W NAKLE NAD NOTECIĄ, sekretariat@staszic.eu, http://staszic.info, Typ: Szkoła policealna,NakłonadNotecią
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ PONADPODSTAWOWYCH IM. WINCENTEGO WITOSA W SAMOSTRZELU,, http://, Typ: Szkoła policealna,Sadki
SZKOŁA POLICEALNA WCHODZĄCA W SKŁAD ZESPOŁU SZKÓŁ ŻEGLUGI ŚRÓDLĄDOWEJ IM. KMDR. BOLESŁAWA ROMANOWSKIEGO W NAKLE NAD NOTECIĄ,, http://, Typ: Szkoła policealna,NakłonadNotecią
SZKOŁA POLICEALNA ZAKŁADU DOSKONALENIA ZAWODOWEGO W TORUNIU,, http://, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA. ELITARNE STUDIUM SŁUŻB OCHRONY "DELTA",, http://, Typ: Szkoła policealna,Inowrocław
SZKOŁA POLICEALNA. ELITARNE STUDIUM SŁUŻB OCHRONY "DELTA" W TORUNIU,, http://www.deltasc.pl, Typ: Szkoła policealna,Toruń
SZKOŁA POLICEALNA. ELITARNE STUDIUM SŁUŻB OCHRONY DELTA W GRUDZIĄDZU, grudziadz@deltasc.pl, http://www.deltasc.pl, Typ: Szkoła policealna,Grudziądz
SZKOŁA POLICELANA, zsjablonowo@poczta.onet.pl, http://www.liceum-jablonowo.pl, Typ: Szkoła policealna,JabłonowoPomorskie
SZKOŁA TECHNICZNA BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W ALEKSANDROWIE KUJAWSKIM, technikum-aleksandrow-kujawski@bzdz.pl, http://www.bzdz.pl, Typ: Technikum,AleksandrówKujawski
SZKOŁA TECHNICZNA BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W CHEŁMNIE, murawskam@op.pl, http://www.bzdz.pl/technikum-mundurowe-chelmno/, Typ: Technikum,Chełmno
SZKOŁA TECHNICZNA PRZY BZDZ W BYDGOSZCZY, biuro@bzdz.com.pl, http://www.bzdz.com.pl, Typ: Technikum,Bydgoszcz
SZKOŁA TECHNICZNA ZESPOŁU SZKÓŁ BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W KOŁACZKOWIE, biuro@bzdz.pl, http://, Typ: Technikum,Szubin
TECHNIKUM, zs.dobrzyn@gmail.com, http://zsdobrzyn.pl, Typ: Technikum,DobrzyńnadWisłą
TECHNIKUM, zstlipno@op.pl, http://www.zstlipno.edu.pl, Typ: Technikum,Lipno
TECHNIKUM, zsskepe@gmail.com, http://zsskepe.pl, Typ: Technikum,Skępe
TECHNIKUM, centrum_sypniewo@wp.pl, http://, Typ: Technikum,Sypniewo
TECHNIKUM, zs.dobrzyn@gmail.com, http://zsdobrzyn.pl, Typ: Technikum,DobrzyńnadWisłą
TECHNIKUM, zstlipno@op.pl, http://www.zstlipno.edu.pl, Typ: Technikum,Lipno
TECHNIKUM, centrum_sypniewo@wp.pl, http://, Typ: Technikum,Sypniewo
TECHNIKUM, zsskepe@gmail.com, http://zsskepe.pl, Typ: Technikum,Skępe
TECHNIKUM, zsjablonowo@poczta.onet.pl, http://www.liceum-jablonowo.pl, Typ: Technikum,JabłonowoPomorskie
TECHNIKUM, zspsepolno@neostrada.pl, http://, Typ: Technikum,SępólnoKrajeńskie
TECHNIKUM, sekretariat@ckziubrodnica.pl, http://ckziubrodnica.pl, Typ: Technikum,Brodnica
TECHNIKUM,, http://www.zsmradziejow.edu.pl, Typ: Technikum,Radziejów
TECHNIKUM  NR 2 W ALEKSANDROWIE KUJAWSKIM, hubal_zsnr2@poczta.fm, http://www.hubal.edu.pl, Typ: Technikum,AleksandrówKujawski
TECHNIKUM  W RYPINIE W ZESPOLE SZKÓŁ NR 2 IM. UNII EUROPEJSKIEJ W RYPINIE,, http://, Typ: Technikum,Rypin
TECHNIKUM ANALITYKI W BYDGOSZCZY, info@skk.pl, http://www.skk.pl, Typ: Technikum,Bydgoszcz
TECHNIKUM BUDOWLANE NR 3 IM. JURIJA GAGARINA W BYDGOSZCZY, zsb@bip.oswiata.bydgoszcz.pl, http://www.zsb.bydgoszcz.pl, Typ: Technikum,Bydgoszcz
TECHNIKUM BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W MROCZY, technikum.mrocza@bzdz.pl, http://, Typ: Technikum,Mrocza
TECHNIKUM DRZEWNE  NR 5 IM. STANISŁAWA STASZICA W BYDGOSZCZY, zsd@bip.oswiata.bydgoszcz.pl, http://www.zsd.bydgoszcz.pl, Typ: Technikum,Bydgoszcz
